AwardYear,AwardCeremonyNum,Movie,AwardCategory,AwardStatus
2004,77,Maria Full of Grace,ACTRESS IN A LEADING ROLE,nominated
2004,77,Million Dollar Baby,ACTRESS IN A LEADING ROLE,won
2004,77,Eternal Sunshine of the Spotless Mind,ACTRESS IN A LEADING ROLE,nominated
2004,77,The Aviator,ACTRESS IN A SUPPORTING ROLE,won
2004,77,Closer,ACTRESS IN A SUPPORTING ROLE,nominated
2004,77,Kinsey,ACTRESS IN A SUPPORTING ROLE,nominated
2004,77,Sideways,ACTRESS IN A SUPPORTING ROLE,nominated
2004,77,Hotel Rwanda,ACTRESS IN A SUPPORTING ROLE,nominated
2004,77,The Incredibles,ANIMATED FEATURE FILM,won
2004,77,Shrek 2,ANIMATED FEATURE FILM,nominated
2004,77,Shark Tale,ANIMATED FEATURE FILM,nominated
2004,77,The Aviator,ART DIRECTION,won
2004,77,Lemony Snicket's A Series of Unfortunate Events,ART DIRECTION,nominated
2004,77,Finding Neverland,ART DIRECTION,nominated
2004,77,The Phantom of the Opera,ART DIRECTION,nominated
2004,77,A Very Long Engagement,ART DIRECTION,nominated
2004,77,The Aviator,CINEMATOGRAPHY,won
2004,77,House of Flying Daggers,CINEMATOGRAPHY,nominated
2004,77,The Phantom of the Opera,CINEMATOGRAPHY,nominated
2004,77,The Passion of the Christ,CINEMATOGRAPHY,nominated
2004,77,A Very Long Engagement,CINEMATOGRAPHY,nominated
2004,77,The Aviator,COSTUME DESIGN,won
2004,77,Lemony Snicket's A Series of Unfortunate Events,COSTUME DESIGN,nominated
2004,77,Finding Neverland,COSTUME DESIGN,nominated
2004,77,Ray,COSTUME DESIGN,nominated
2004,77,Troy,COSTUME DESIGN,nominated
2004,77,The Aviator,DIRECTING,nominated
2004,77,Vera Drake,DIRECTING,nominated
2004,77,Sideways,DIRECTING,nominated
2004,77,Ray,DIRECTING,nominated
2004,77,Million Dollar Baby,DIRECTING,won
2004,77,The Story of the Weeping Camel,DOCUMENTARY (Feature),nominated
2004,77,Born into Brothels,DOCUMENTARY (Feature),won
2004,77,Super Size Me,DOCUMENTARY (Feature),nominated
2004,77,Twist of Faith,DOCUMENTARY (Feature),nominated
2004,77,Tupac: Resurrection,DOCUMENTARY (Feature),nominated
2004,77,Hardwood,DOCUMENTARY (Short Subject),nominated
2004,77,The Children of Leningradsky,DOCUMENTARY (Short Subject),nominated
2004,77,Sister Rose's Passion,DOCUMENTARY (Short Subject),nominated
2004,77,Mighty Times: The Children's March,DOCUMENTARY (Short Subject),won
2004,77,Autism Is a World,DOCUMENTARY (Short Subject),nominated
2004,77,The Aviator,FILM EDITING,won
2004,77,Finding Neverland,FILM EDITING,nominated
2004,77,Ray,FILM EDITING,nominated
2004,77,Collateral,FILM EDITING,nominated
2004,77,Million Dollar Baby,FILM EDITING,nominated
2004,77,Downfall,FOREIGN LANGUAGE FILM,nominated
2004,77,As It Is in Heaven,FOREIGN LANGUAGE FILM,nominated
2004,77,The Sea Inside,FOREIGN LANGUAGE FILM,won
2004,77,The Chorus (Les Choristes),FOREIGN LANGUAGE FILM,nominated
2004,77,Yesterday,FOREIGN LANGUAGE FILM,nominated
2004,77,Lemony Snicket's A Series of Unfortunate Events,MAKEUP,won
2004,77,The Passion of the Christ,MAKEUP,nominated
2004,77,The Sea Inside,MAKEUP,nominated
2004,77,Lemony Snicket's A Series of Unfortunate Events,MUSIC (Original Score),nominated
2004,77,Finding Neverland,MUSIC (Original Score),won
2004,77,Harry Potter and the Prisoner of Azkaban,MUSIC (Original Score),nominated
2004,77,The Village,MUSIC (Original Score),nominated
2004,77,The Passion of the Christ,MUSIC (Original Score),nominated
2004,77,The Motorcycle Diaries,MUSIC (Original Song),won
2004,77,The Polar Express,MUSIC (Original Song),nominated
2004,77,The Chorus (Les Choristes),MUSIC (Original Song),nominated
2004,77,The Phantom of the Opera,MUSIC (Original Song),nominated
2004,77,Shrek 2,MUSIC (Original Song),nominated
2004,77,The Aviator,BEST PICTURE,nominated
2004,77,Finding Neverland,BEST PICTURE,nominated
2004,77,Sideways,BEST PICTURE,nominated
2004,77,Ray,BEST PICTURE,nominated
2004,77,Million Dollar Baby,BEST PICTURE,won
2004,77,Birthday Boy,SHORT FILM (Animated),nominated
2004,77,Ryan,SHORT FILM (Animated),won
2004,77,Gopher Broke,SHORT FILM (Animated),nominated
2004,77,Guard Dog,SHORT FILM (Animated),nominated
2004,77,Lorenzo,SHORT FILM (Animated),nominated
2004,77,"Two Cars, One Night",SHORT FILM (Live Action),nominated
2004,77,7:35 in the Morning (7:35 de la Mañana),SHORT FILM (Live Action),nominated
2004,77,Everything in This Country Must,SHORT FILM (Live Action),nominated
2004,77,Little Terrorist,SHORT FILM (Live Action),nominated
2004,77,Wasp,SHORT FILM (Live Action),won
2004,77,The Polar Express,SOUND EDITING,nominated
2004,77,The Incredibles,SOUND EDITING,won
2004,77,Spider-Man 2,SOUND EDITING,nominated
2004,77,The Aviator,SOUND MIXING,nominated
2004,77,The Incredibles,SOUND MIXING,nominated
2004,77,The Polar Express,SOUND MIXING,nominated
2004,77,Ray,SOUND MIXING,won
2004,77,Spider-Man 2,SOUND MIXING,nominated
2004,77,Harry Potter and the Prisoner of Azkaban,VISUAL EFFECTS,nominated
2004,77,"I, Robot",VISUAL EFFECTS,nominated
2004,77,Spider-Man 2,VISUAL EFFECTS,won
2004,77,The Motorcycle Diaries,WRITING (Adapted Screenplay),nominated
2004,77,Finding Neverland,WRITING (Adapted Screenplay),nominated
2004,77,Sideways,WRITING (Adapted Screenplay),won
2004,77,Million Dollar Baby,WRITING (Adapted Screenplay),nominated
2004,77,Before Sunset,WRITING (Adapted Screenplay),nominated
2004,77,The Aviator,WRITING (Original Screenplay),nominated
2004,77,The Incredibles,WRITING (Original Screenplay),nominated
2004,77,Vera Drake,WRITING (Original Screenplay),nominated
2004,77,Hotel Rwanda,WRITING (Original Screenplay),nominated
2004,77,Eternal Sunshine of the Spotless Mind,WRITING (Original Screenplay),won
2005,78,Walk the Line,ACTOR IN A LEADING ROLE,nominated
2005,78,Brokeback Mountain,ACTOR IN A LEADING ROLE,nominated
2005,78,Hustle & Flow,ACTOR IN A LEADING ROLE,nominated
2005,78,Capote,ACTOR IN A LEADING ROLE,won
2005,78,"Good Night, and Good Luck.",ACTOR IN A LEADING ROLE,nominated
2005,78,Crash,ACTOR IN A SUPPORTING ROLE,nominated
2005,78,Brokeback Mountain,ACTOR IN A SUPPORTING ROLE,nominated
2005,78,Syriana,ACTOR IN A SUPPORTING ROLE,won
2005,78,A History of Violence,ACTOR IN A SUPPORTING ROLE,nominated
2005,78,Cinderella Man,ACTOR IN A SUPPORTING ROLE,nominated
2005,78,Walk the Line,ACTRESS IN A LEADING ROLE,won
2005,78,Pride & Prejudice,ACTRESS IN A LEADING ROLE,nominated
2005,78,North Country,ACTRESS IN A LEADING ROLE,nominated
2005,78,Transamerica,ACTRESS IN A LEADING ROLE,nominated
2005,78,Mrs. Henderson Presents,ACTRESS IN A LEADING ROLE,nominated
2005,78,North Country,ACTRESS IN A SUPPORTING ROLE,nominated
2005,78,The Constant Gardener,ACTRESS IN A SUPPORTING ROLE,won
2005,78,Brokeback Mountain,ACTRESS IN A SUPPORTING ROLE,nominated
2005,78,Capote,ACTRESS IN A SUPPORTING ROLE,nominated
2005,78,Junebug,ACTRESS IN A SUPPORTING ROLE,nominated
2005,78,Howl's Moving Castle,ANIMATED FEATURE FILM,nominated
2005,78,Tim Burton's Corpse Bride,ANIMATED FEATURE FILM,nominated
2005,78,Wallace & Gromit in The Curse of the Were-Rabbit,ANIMATED FEATURE FILM,won
2005,78,Pride & Prejudice,ART DIRECTION,nominated
2005,78,Harry Potter and the Goblet of Fire,ART DIRECTION,nominated
2005,78,King Kong,ART DIRECTION,nominated
2005,78,Memoirs of a Geisha,ART DIRECTION,won
2005,78,"Good Night, and Good Luck.",ART DIRECTION,nominated
2005,78,Brokeback Mountain,CINEMATOGRAPHY,nominated
2005,78,Batman Begins,CINEMATOGRAPHY,nominated
2005,78,Memoirs of a Geisha,CINEMATOGRAPHY,won
2005,78,"Good Night, and Good Luck.",CINEMATOGRAPHY,nominated
2005,78,The New World,CINEMATOGRAPHY,nominated
2005,78,Pride & Prejudice,COSTUME DESIGN,nominated
2005,78,Walk the Line,COSTUME DESIGN,nominated
2005,78,Memoirs of a Geisha,COSTUME DESIGN,won
2005,78,Mrs. Henderson Presents,COSTUME DESIGN,nominated
2005,78,Charlie and the Chocolate Factory,COSTUME DESIGN,nominated
2005,78,Munich,DIRECTING,nominated
2005,78,Crash,DIRECTING,nominated
2005,78,Brokeback Mountain,DIRECTING,won
2005,78,Capote,DIRECTING,nominated
2005,78,"Good Night, and Good Luck.",DIRECTING,nominated
2005,78,Enron: The Smartest Guys in the Room,DOCUMENTARY (Feature),nominated
2005,78,Street Fight,DOCUMENTARY (Feature),nominated
2005,78,March of the Penguins,DOCUMENTARY (Feature),won
2005,78,Murderball,DOCUMENTARY (Feature),nominated
2005,78,Darwin's Nightmare,DOCUMENTARY (Feature),nominated
2005,78,The Death of Kevin Carter: Casualty of the Bang Bang Club,DOCUMENTARY (Short Subject),nominated
2005,78,A Note of Triumph: The Golden Age of Norman Corwin,DOCUMENTARY (Short Subject),won
2005,78,God Sleeps in Rwanda,DOCUMENTARY (Short Subject),nominated
2005,78,The Mushroom Club,DOCUMENTARY (Short Subject),nominated
2005,78,Munich,FILM EDITING,nominated
2005,78,Walk the Line,FILM EDITING,nominated
2005,78,Crash,FILM EDITING,won
2005,78,The Constant Gardener,FILM EDITING,nominated
2005,78,Cinderella Man,FILM EDITING,nominated
2005,78,Don't Tell,FOREIGN LANGUAGE FILM,nominated
2005,78,Tsotsi,FOREIGN LANGUAGE FILM,won
2005,78,Joyeux Noël,FOREIGN LANGUAGE FILM,nominated
2005,78,Paradise Now,FOREIGN LANGUAGE FILM,nominated
2005,78,Sophie Scholl - The Final Days,FOREIGN LANGUAGE FILM,nominated
2005,78,Cinderella Man,MAKEUP,nominated
2005,78,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",MAKEUP,won
2005,78,Star Wars: Episode III Revenge of the Sith,MAKEUP,nominated
2005,78,Munich,MUSIC (Original Score),nominated
2005,78,Pride & Prejudice,MUSIC (Original Score),nominated
2005,78,The Constant Gardener,MUSIC (Original Score),nominated
2005,78,Brokeback Mountain,MUSIC (Original Score),won
2005,78,Memoirs of a Geisha,MUSIC (Original Score),nominated
2005,78,Crash,MUSIC (Original Song),nominated
2005,78,Hustle & Flow,MUSIC (Original Song),won
2005,78,Transamerica,MUSIC (Original Song),nominated
2005,78,Munich,BEST PICTURE,nominated
2005,78,Crash,BEST PICTURE,won
2005,78,Brokeback Mountain,BEST PICTURE,nominated
2005,78,Capote,BEST PICTURE,nominated
2005,78,"Good Night, and Good Luck.",BEST PICTURE,nominated
2005,78,One Man Band,SHORT FILM (Animated),nominated
2005,78,9,SHORT FILM (Animated),nominated
2005,78,The Mysterious Geographic Explorations of Jasper Morello,SHORT FILM (Animated),nominated
2005,78,Badgered,SHORT FILM (Animated),nominated
2005,78,The Moon and the Son: An Imagined Conversation,SHORT FILM (Animated),won
2005,78,Our Time Is Up,SHORT FILM (Live Action),nominated
2005,78,Cashback,SHORT FILM (Live Action),nominated
2005,78,Ausreisser (The Runaway),SHORT FILM (Live Action),nominated
2005,78,The Last Farm,SHORT FILM (Live Action),nominated
2005,78,Six Shooter,SHORT FILM (Live Action),won
2005,78,King Kong,SOUND EDITING,won
2005,78,Memoirs of a Geisha,SOUND EDITING,nominated
2005,78,War of the Worlds,SOUND EDITING,nominated
2005,78,Walk the Line,SOUND MIXING,nominated
2005,78,War of the Worlds,SOUND MIXING,nominated
2005,78,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",SOUND MIXING,nominated
2005,78,King Kong,SOUND MIXING,won
2005,78,Memoirs of a Geisha,SOUND MIXING,nominated
2005,78,King Kong,VISUAL EFFECTS,won
2005,78,War of the Worlds,VISUAL EFFECTS,nominated
2005,78,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",VISUAL EFFECTS,nominated
2005,78,Munich,WRITING (Adapted Screenplay),nominated
2005,78,The Constant Gardener,WRITING (Adapted Screenplay),nominated
2005,78,Brokeback Mountain,WRITING (Adapted Screenplay),won
2005,78,Capote,WRITING (Adapted Screenplay),nominated
2005,78,A History of Violence,WRITING (Adapted Screenplay),nominated
2005,78,Crash,WRITING (Original Screenplay),won
2005,78,Match Point,WRITING (Original Screenplay),nominated
2005,78,The Squid and the Whale,WRITING (Original Screenplay),nominated
2005,78,Syriana,WRITING (Original Screenplay),nominated
2005,78,"Good Night, and Good Luck.",WRITING (Original Screenplay),nominated
2006,79,Blood Diamond,ACTOR IN A LEADING ROLE,nominated
2006,79,Venus,ACTOR IN A LEADING ROLE,nominated
2006,79,The Last King of Scotland,ACTOR IN A LEADING ROLE,won
2006,79,Half Nelson,ACTOR IN A LEADING ROLE,nominated
2006,79,The Pursuit of Happyness,ACTOR IN A LEADING ROLE,nominated
2006,79,The Departed,ACTOR IN A SUPPORTING ROLE,nominated
2006,79,Blood Diamond,ACTOR IN A SUPPORTING ROLE,nominated
2006,79,Little Miss Sunshine,ACTOR IN A SUPPORTING ROLE,won
2006,79,Little Children,ACTOR IN A SUPPORTING ROLE,nominated
2006,79,Dreamgirls,ACTOR IN A SUPPORTING ROLE,nominated
2006,79,The Queen,ACTRESS IN A LEADING ROLE,won
2006,79,Volver,ACTRESS IN A LEADING ROLE,nominated
2006,79,Little Children,ACTRESS IN A LEADING ROLE,nominated
2006,79,The Devil Wears Prada,ACTRESS IN A LEADING ROLE,nominated
2006,79,Notes on a Scandal,ACTRESS IN A LEADING ROLE,nominated
2006,79,Dreamgirls,ACTRESS IN A SUPPORTING ROLE,won
2006,79,Little Miss Sunshine,ACTRESS IN A SUPPORTING ROLE,nominated
2006,79,Notes on a Scandal,ACTRESS IN A SUPPORTING ROLE,nominated
2006,79,Babel,ACTRESS IN A SUPPORTING ROLE,nominated
2006,79,Monster House,ANIMATED FEATURE FILM,nominated
2006,79,Happy Feet,ANIMATED FEATURE FILM,won
2006,79,Cars,ANIMATED FEATURE FILM,nominated
2006,79,Pan's Labyrinth,ART DIRECTION,won
2006,79,The Good Shepherd,ART DIRECTION,nominated
2006,79,The Prestige,ART DIRECTION,nominated
2006,79,Dreamgirls,ART DIRECTION,nominated
2006,79,Pirates of the Caribbean: Dead Man's Chest,ART DIRECTION,nominated
2006,79,Pan's Labyrinth,CINEMATOGRAPHY,won
2006,79,The Illusionist,CINEMATOGRAPHY,nominated
2006,79,The Prestige,CINEMATOGRAPHY,nominated
2006,79,Children of Men,CINEMATOGRAPHY,nominated
2006,79,The Black Dahlia,CINEMATOGRAPHY,nominated
2006,79,The Queen,COSTUME DESIGN,nominated
2006,79,Marie Antoinette,COSTUME DESIGN,won
2006,79,Curse of the Golden Flower,COSTUME DESIGN,nominated
2006,79,The Devil Wears Prada,COSTUME DESIGN,nominated
2006,79,Dreamgirls,COSTUME DESIGN,nominated
2006,79,The Queen,DIRECTING,nominated
2006,79,Babel,DIRECTING,nominated
2006,79,The Departed,DIRECTING,won
2006,79,Letters from Iwo Jima,DIRECTING,nominated
2006,79,United 93,DIRECTING,nominated
2006,79,Iraq in Fragments,DOCUMENTARY (Feature),nominated
2006,79,"My Country, My Country",DOCUMENTARY (Feature),nominated
2006,79,An Inconvenient Truth,DOCUMENTARY (Feature),won
2006,79,Jesus Camp,DOCUMENTARY (Feature),nominated
2006,79,Deliver Us from Evil,DOCUMENTARY (Feature),nominated
2006,79,The Blood of Yingzhou District,DOCUMENTARY (Short Subject),won
2006,79,Rehearsing a Dream,DOCUMENTARY (Short Subject),nominated
2006,79,Recycled Life,DOCUMENTARY (Short Subject),nominated
2006,79,Two Hands,DOCUMENTARY (Short Subject),nominated
2006,79,Babel,FILM EDITING,nominated
2006,79,The Departed,FILM EDITING,won
2006,79,Blood Diamond,FILM EDITING,nominated
2006,79,Children of Men,FILM EDITING,nominated
2006,79,United 93,FILM EDITING,nominated
2006,79,Pan's Labyrinth,FOREIGN LANGUAGE FILM,nominated
2006,79,Days of Glory (Indigènes),FOREIGN LANGUAGE FILM,nominated
2006,79,The Lives of Others,FOREIGN LANGUAGE FILM,won
2006,79,Water,FOREIGN LANGUAGE FILM,nominated
2006,79,After the Wedding,FOREIGN LANGUAGE FILM,nominated
2006,79,Pan's Labyrinth,MAKEUP,won
2006,79,Click,MAKEUP,nominated
2006,79,Apocalypto,MAKEUP,nominated
2006,79,Pan's Labyrinth,MUSIC (Original Score),nominated
2006,79,The Queen,MUSIC (Original Score),nominated
2006,79,Babel,MUSIC (Original Score),won
2006,79,Notes on a Scandal,MUSIC (Original Score),nominated
2006,79,The Good German,MUSIC (Original Score),nominated
2006,79,Dreamgirls,MUSIC (Original Song),nominated
2006,79,Cars,MUSIC (Original Song),nominated
2006,79,An Inconvenient Truth,MUSIC (Original Song),won
2006,79,The Queen,BEST PICTURE,nominated
2006,79,Babel,BEST PICTURE,nominated
2006,79,The Departed,BEST PICTURE,won
2006,79,Little Miss Sunshine,BEST PICTURE,nominated
2006,79,Letters from Iwo Jima,BEST PICTURE,nominated
2006,79,No Time for Nuts,SHORT FILM (Animated),nominated
2006,79,Lifted,SHORT FILM (Animated),nominated
2006,79,The Little Matchgirl,SHORT FILM (Animated),nominated
2006,79,Maestro,SHORT FILM (Animated),nominated
2006,79,The Danish Poet,SHORT FILM (Animated),won
2006,79,Éramos Pocos (One Too Many),SHORT FILM (Live Action),nominated
2006,79,Helmer & Son,SHORT FILM (Live Action),nominated
2006,79,The Saviour,SHORT FILM (Live Action),nominated
2006,79,Binta and the Great Idea (Binta Y La Gran Idea),SHORT FILM (Live Action),nominated
2006,79,West Bank Story,SHORT FILM (Live Action),won
2006,79,Flags of Our Fathers,SOUND EDITING,nominated
2006,79,Apocalypto,SOUND EDITING,nominated
2006,79,Blood Diamond,SOUND EDITING,nominated
2006,79,Letters from Iwo Jima,SOUND EDITING,won
2006,79,Pirates of the Caribbean: Dead Man's Chest,SOUND EDITING,nominated
2006,79,Flags of Our Fathers,SOUND MIXING,nominated
2006,79,Apocalypto,SOUND MIXING,nominated
2006,79,Blood Diamond,SOUND MIXING,nominated
2006,79,Dreamgirls,SOUND MIXING,won
2006,79,Pirates of the Caribbean: Dead Man's Chest,SOUND MIXING,nominated
2006,79,Superman Returns,VISUAL EFFECTS,nominated
2006,79,Pirates of the Caribbean: Dead Man's Chest,VISUAL EFFECTS,won
2006,79,Poseidon,VISUAL EFFECTS,nominated
2006,79,The Departed,WRITING (Adapted Screenplay),won
2006,79,Little Children,WRITING (Adapted Screenplay),nominated
2006,79,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,WRITING (Adapted Screenplay),nominated
2006,79,Children of Men,WRITING (Adapted Screenplay),nominated
2006,79,Notes on a Scandal,WRITING (Adapted Screenplay),nominated
2006,79,The Queen,WRITING (Original Screenplay),nominated
2006,79,Pan's Labyrinth,WRITING (Original Screenplay),nominated
2006,79,Babel,WRITING (Original Screenplay),nominated
2006,79,Little Miss Sunshine,WRITING (Original Screenplay),won
2006,79,Letters from Iwo Jima,WRITING (Original Screenplay),nominated
2007,80,Sweeney Todd The Demon Barber of Fleet Street,ACTOR IN A LEADING ROLE,nominated
2007,80,There Will Be Blood,ACTOR IN A LEADING ROLE,won
2007,80,In the Valley of Elah,ACTOR IN A LEADING ROLE,nominated
2007,80,Michael Clayton,ACTOR IN A LEADING ROLE,nominated
2007,80,Eastern Promises,ACTOR IN A LEADING ROLE,nominated
2007,80,Into the Wild,ACTOR IN A SUPPORTING ROLE,nominated
2007,80,No Country for Old Men,ACTOR IN A SUPPORTING ROLE,won
2007,80,Charlie Wilson's War,ACTOR IN A SUPPORTING ROLE,nominated
2007,80,The Assassination of Jesse James by the Coward Robert Ford,ACTOR IN A SUPPORTING ROLE,nominated
2007,80,Michael Clayton,ACTOR IN A SUPPORTING ROLE,nominated
2007,80,Juno,ACTRESS IN A LEADING ROLE,nominated
2007,80,Away from Her,ACTRESS IN A LEADING ROLE,nominated
2007,80,Elizabeth: The Golden Age,ACTRESS IN A LEADING ROLE,nominated
2007,80,La Vie en Rose,ACTRESS IN A LEADING ROLE,won
2007,80,The Savages,ACTRESS IN A LEADING ROLE,nominated
2007,80,Gone Baby Gone,ACTRESS IN A SUPPORTING ROLE,nominated
2007,80,American Gangster,ACTRESS IN A SUPPORTING ROLE,nominated
2007,80,I'm Not There,ACTRESS IN A SUPPORTING ROLE,nominated
2007,80,Atonement,ACTRESS IN A SUPPORTING ROLE,nominated
2007,80,Michael Clayton,ACTRESS IN A SUPPORTING ROLE,won
2007,80,Ratatouille,ANIMATED FEATURE FILM,won
2007,80,Surf's Up,ANIMATED FEATURE FILM,nominated
2007,80,Persepolis,ANIMATED FEATURE FILM,nominated
2007,80,Sweeney Todd The Demon Barber of Fleet Street,ART DIRECTION,won
2007,80,The Golden Compass,ART DIRECTION,nominated
2007,80,There Will Be Blood,ART DIRECTION,nominated
2007,80,American Gangster,ART DIRECTION,nominated
2007,80,Atonement,ART DIRECTION,nominated
2007,80,There Will Be Blood,CINEMATOGRAPHY,won
2007,80,No Country for Old Men,CINEMATOGRAPHY,nominated
2007,80,The Assassination of Jesse James by the Coward Robert Ford,CINEMATOGRAPHY,nominated
2007,80,Atonement,CINEMATOGRAPHY,nominated
2007,80,The Diving Bell and the Butterfly,CINEMATOGRAPHY,nominated
2007,80,Sweeney Todd The Demon Barber of Fleet Street,COSTUME DESIGN,nominated
